iata_code,name,type,municipality,iso_country,latitude_deg,longitude_deg,route_count,inbound_route_count,type_score,major_score
YMN,Makkovik Airport,small_airport,Makkovik,CA,55.077335,-59.187942,3,3,0.25,1.2006018476250677
YGT,Igloolik Airport,small_airport,Igloolik,CA,69.3647,-81.816101,3,3,0.25,1.2006018476250677
YHI,Ulukhaktok Holman Airport,small_airport,Ulukhaktok,CA,70.762802,-117.806,3,3,0.25,1.2006018476250677
YHK,Gjoa Haven Airport,small_airport,Gjoa Haven,CA,68.635597,-95.849701,3,3,0.25,1.2006018476250677
YHO,Hopedale Airport,small_airport,Hopedale,CA,55.448757,-60.228124,3,3,0.25,1.2006018476250677
YPJ,Aupaluk Airport,small_airport,Aupaluk,CA,59.2967,-69.599701,3,3,0.25,1.2006018476250677
YUD,Umiujaq Airport,small_airport,Umiujaq,CA,56.536098,-76.518303,3,3,0.25,1.2006018476250677
YSK,Sanikiluaq Airport,small_airport,Sanikiluaq,CA,56.536891,-79.250221,3,3,0.25,1.2006018476250677
YUT,Naujaat Airport,small_airport,Repulse Bay,CA,66.521024,-86.225166,3,3,0.25,1.2006018476250677
YYH,Taloyoak Airport,small_airport,Taloyoak,CA,69.5467,-93.576698,3,3,0.25,1.2006018476250677
WNN,Wunnumin Lake Airport,small_airport,Wunnumin Lake,CA,52.893902,-89.2892,3,2,0.25,1.1184069697817018
YER,Fort Severn Airport,small_airport,Fort Severn,CA,56.018902,-87.676102,3,2,0.25,1.1184069697817018
YAX,Wapekeka Airport,small_airport,Angling Lake,CA,53.84920120239258,-89.57939910888672,2,3,0.25,1.0855290186443556
YXN,Whale Cove Airport,small_airport,Whale Cove,CA,62.240002,-92.598099,2,3,0.25,1.0855290186443556
ZRJ,Round Lake (Weagamow Lake) Airport,small_airport,Round Lake,CA,52.9436,-91.312798,2,3,0.25,1.0855290186443556
YRG,Rigolet Airport,small_airport,Rigolet,CA,54.1796989440918,-58.45750045776367,2,2,0.25,1.0033341408009897
YNO,North Spirit Lake Airport,small_airport,North Spirit Lake,CA,52.4900016784668,-92.97109985351562,2,2,0.25,1.0033341408009897
YNP,Natuashish Airport,small_airport,Natuashish,CA,55.913898,-61.184399,2,2,0.25,1.0033341408009897
KIF,Kingfisher Lake Airport,small_airport,Kingfisher Lake,CA,53.01250076293945,-89.85530090332031,2,2,0.25,1.0033341408009897
ZTB,Tête-à-la-Baleine Airport,small_airport,Tête-à-la-Baleine,CA,50.67440032958984,-59.38359832763672,2,2,0.25,1.0033341408009897
ZKG,Kégashka Airport,small_airport,Côte-Nord-du-Golfe-du-Saint-Laurent,CA,50.195801,-61.2658,2,2,0.25,1.0033341408009897
ZLT,La Tabatière Airport,small_airport,La Tabatière,CA,50.8307991027832,-58.97560119628906,2,2,0.25,1.0033341408009897
YAB,Arctic Bay Airport,small_airport,Arctic Bay,CA,73.006101,-85.04616,2,2,0.25,1.0033341408009897
YAC,Cat Lake Airport,small_airport,Cat Lake,CA,51.7272,-91.824402,2,2,0.25,1.0033341408009897
YAT,Attawapiskat Airport,small_airport,Attawapiskat,CA,52.927502,-82.4319,2,2,0.25,1.0033341408009897
YCY,Clyde River Airport,small_airport,Clyde River,CA,70.486099,-68.516701,2,2,0.25,1.0033341408009897
YDP,Nain Airport,small_airport,Nain,CA,56.550778,-61.682224,2,2,0.25,1.0033341408009897
YFA,Fort Albany Airport,small_airport,Fort Albany,CA,52.203451,-81.695194,2,2,0.25,1.0033341408009897
YGH,Fort Good Hope Airport,small_airport,Fort Good Hope,CA,66.240658,-128.647757,2,2,0.25,1.0033341408009897
YGX,Gillam Airport,small_airport,Gillam,CA,56.35712,-94.711504,2,2,0.25,1.0033341408009897
YQC,Quaqtaq Airport,small_airport,Quaqtaq,CA,61.046398,-69.617798,2,2,0.25,1.0033341408009897
YNS,Nemiscau Airport,small_airport,Nemiscau,CA,51.691101,-76.135597,2,2,0.25,1.0033341408009897
YHP,Poplar Hill Airport,small_airport,Poplar Hill,CA,52.1133,-94.2556,2,2,0.25,1.0033341408009897
YIK,Ivujivik Airport,small_airport,Ivujivik,CA,62.417301,-77.925301,2,2,0.25,1.0033341408009897
YIO,Pond Inlet Airport,small_airport,Pond Inlet,CA,72.689494,-77.968941,2,2,0.25,1.0033341408009897
YWB,Kangiqsujuaq (Wakeham Bay) Airport,small_airport,Kangiqsujuaq,CA,61.5886,-71.929398,2,2,0.25,1.0033341408009897
AKV,Akulivik Airport,small_airport,Akulivik,CA,60.8186,-78.148598,2,2,0.25,1.0033341408009897
YLH,Lansdowne House Airport,small_airport,Lansdowne House,CA,52.195599,-87.934196,2,2,0.25,1.0033341408009897
YNC,Wemindji Airport,small_airport,Wemindji,CA,53.010601,-78.8311,2,2,0.25,1.0033341408009897
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,small_airport,Sachs Harbour,CA,71.993896,-125.242996,2,2,0.25,1.0033341408009897
YTE,Cape Dorset Airport,small_airport,Kinngait,CA,64.230003,-76.526703,2,2,0.25,1.0033341408009897
YTQ,Tasiujaq Airport,small_airport,Tasiujaq,CA,58.667801,-69.955803,2,2,0.25,1.0033341408009897
YWJ,Déline Airport,small_airport,Déline,CA,65.211098,-123.435997,2,2,0.25,1.0033341408009897
YWP,Webequie Airport,small_airport,Webequie,CA,52.959393,-87.374868,2,2,0.25,1.0033341408009897
YXP,Pangnirtung Airport,small_airport,Pangnirtung,CA,66.144878,-65.713606,2,2,0.25,1.0033341408009897
YZG,Salluit Airport,small_airport,Salluit,CA,62.179401,-75.667198,2,2,0.25,1.0033341408009897
ZEM,Eastmain River Airport,small_airport,Eastmain River,CA,52.226398,-78.522499,2,2,0.25,1.0033341408009897
ZFN,Tulita Airport,small_airport,Tulita,CA,64.909496,-125.570297,2,2,0.25,1.0033341408009897
ZKE,Kashechewan Airport,small_airport,Kashechewan,CA,52.282501,-81.677803,2,2,0.25,1.0033341408009897
ZPB,Sachigo Lake Airport,small_airport,Sachigo Lake,CA,53.890885,-92.195935,2,2,0.25,1.0033341408009897
ZUM,Churchill Falls Airport,small_airport,Churchill Falls,CA,53.5619010925293,-64.10639953613281,2,2,0.25,1.0033341408009897
XQU,Qualicum Beach Airport,medium_airport,Qualicum Beach,CA,49.337456,-124.393086,0,0,1.0,1.0
YZA,Cache Creek-Ashcroft Regional Airport,medium_airport,Cache Creek,CA,50.775258,-121.321314,0,0,1.0,1.0
YAH,La Grande-4 Airport,medium_airport,La Grande-4,CA,53.754699707,-73.6753005981,0,0,1.0,1.0
YAZ,Tofino / Long Beach Airport,medium_airport,Tofino,CA,49.079833,-125.775583,0,0,1.0,1.0
YBY,Bonnyville Airport,medium_airport,Bonnyville,CA,54.304199,-110.744003,0,0,1.0,1.0
YCC,Cornwall Regional Airport,medium_airport,Cornwall,CA,45.092637,-74.567724,0,0,1.0,1.0
YCE,Centralia / James T. Field Memorial Aerodrome,medium_airport,Huron Park,CA,43.285599,-81.508301,0,0,1.0,1.0
YCH,Miramichi Airport,medium_airport,Miramichi,CA,47.007801,-65.449203,0,0,1.0,1.0
YCN,Cochrane Airport,medium_airport,Cochrane,CA,49.10559844970703,-81.01360321044922,0,0,1.0,1.0
YCQ,Chetwynd Airport,medium_airport,Chetwynd,CA,55.687198638916016,-121.6269989013672,0,0,1.0,1.0
YDA,Dawson City Airport,medium_airport,Dawson City,CA,64.04309844970703,-139.1280059814453,0,0,1.0,1.0
YDB,Burwash Airport,medium_airport,Burwash Landing,CA,61.371101,-139.041,0,0,1.0,1.0
XRR,Ross River Airport,medium_airport,Ross River,CA,61.9706001282,-132.42300415,0,0,1.0,1.0
YDN,Dauphin Barker Airport,medium_airport,Dauphin,CA,51.1008,-100.052002,0,0,1.0,1.0
YDO,Dolbeau-Saint-Felicien Airport,medium_airport,Dolbeau-Saint-Felicien,CA,48.7785,-72.375,0,0,1.0,1.0
YEL,Elliot Lake Municipal Airport,medium_airport,Elliot Lake,CA,46.351398468,-82.5614013672,0,0,1.0,1.0
YEM,Manitoulin East Municipal Airport,medium_airport,Sheguiandah,CA,45.842435,-81.857595,0,0,1.0,1.0
YEN,Estevan Airport,medium_airport,Estevan,CA,49.2103004456,-102.966003418,0,0,1.0,1.0
YET,Edson Airport,medium_airport,Edson,CA,53.5788993835,-116.464996338,0,0,1.0,1.0
YEY,Amos/Magny Airport,medium_airport,Amos,CA,48.563903,-78.249702,0,0,1.0,1.0
YFE,Forestville Airport,medium_airport,Forestville,CA,48.74610137939453,-69.09719848632812,0,0,1.0,1.0
YTM,Mont-Tremblant International Airport,medium_airport,La Macaza,CA,46.409401,-74.779999,0,0,1.0,1.0
YFR,Fort Resolution Airport,medium_airport,Fort Resolution,CA,61.1808013916,-113.690002441,0,0,1.0,1.0
YGM,Gimli Industrial Park Airport,medium_airport,Gimli,CA,50.62810134887695,-97.04329681396484,0,0,1.0,1.0
YGQ,Geraldton Greenstone Regional Airport,medium_airport,Geraldton,CA,49.77830123901367,-86.93939971923828,0,0,1.0,1.0
YHF,Hearst René Fontaine Municipal Airport,medium_airport,Hearst,CA,49.71419906616211,-83.68609619140625,0,0,1.0,1.0
YHN,Hornepayne Municipal Airport,medium_airport,Hornepayne,CA,49.19309997558594,-84.75890350341797,0,0,1.0,1.0
YHT,Haines Junction Airport,medium_airport,Haines Junction,CA,60.7892,-137.546005,0,0,1.0,1.0
YIB,Atikokan Municipal Airport,medium_airport,Atikokan,CA,48.773899,-91.638603,0,0,1.0,1.0
YDG,Digby / Annapolis Regional Airport,medium_airport,Digby,CA,44.5458450365,-65.7854247093,0,0,1.0,1.0
YIV,Island Lake Airport,medium_airport,Island Lake,CA,53.857200622558594,-94.65360260009766,0,0,1.0,1.0
YJF,Fort Liard Airport,medium_airport,Fort Liard,CA,60.2358016968,-123.46900177,0,0,1.0,1.0
YJN,St Jean Airport,medium_airport,St Jean,CA,45.29439926147461,-73.28109741210938,0,0,1.0,1.0
YKJ,Key Lake Airport,medium_airport,Key Lake,CA,57.25609970092773,-105.61799621582033,0,0,1.0,1.0
YKD,Kincardine Municipal Airport,medium_airport,Kincardine,CA,44.201401,-81.606697,0,0,1.0,1.0
YKX,Kirkland Lake Airport,medium_airport,Kirkland Lake,CA,48.21030044555664,-79.98139953613281,0,0,1.0,1.0
YKY,Kindersley Airport,medium_airport,Kindersley,CA,51.5175018311,-109.180999756,0,0,1.0,1.0
YLD,Chapleau Airport,medium_airport,Chapleau,CA,47.81999969482422,-83.3467025756836,0,0,1.0,1.0
YLJ,Meadow Lake Airport,medium_airport,Meadow Lake,CA,54.125301361083984,-108.52300262451172,0,0,1.0,1.0
YLR,Leaf Rapids Airport,medium_airport,Leaf Rapids,CA,56.513301849365234,-99.98529815673828,0,0,1.0,1.0
YLK,Barrie-Lake Simcoe Regional Airport,medium_airport,Barrie,CA,44.485056,-79.554663,0,0,1.0,1.0
YLT,Alert Airport,medium_airport,Alert,CA,82.517263,-62.283037,0,0,1.0,1.0
YMA,Mayo Airport,medium_airport,Mayo,CA,63.61640167236328,-135.8679962158203,0,0,1.0,1.0
YME,Matane Airport,medium_airport,Matane,CA,48.85689926147461,-67.45330047607422,0,0,1.0,1.0
YMG,Manitouwadge Airport,medium_airport,Manitouwadge,CA,49.08390045166016,-85.86060333251953,0,0,1.0,1.0
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,medium_airport,Moose Jaw,CA,50.330299377441406,-105.55899810791016,0,0,1.0,1.0
YML,Charlevoix Airport,medium_airport,Charlevoix,CA,47.59749984741211,-70.2238998413086,0,0,1.0,1.0
YMX,Montreal Mirabel International Airport,medium_airport,Montréal,CA,45.679501,-74.038696,0,0,1.0,1.0
YND,Ottawa / Gatineau Airport,medium_airport,Gatineau,CA,45.521702,-75.563599,0,0,1.0,1.0
YLY,Langley Airport,medium_airport,Langley,CA,49.1008,-122.630997,0,0,1.0,1.0
YNL,Points North Landing Airport,medium_airport,Points North Landing,CA,58.27669906616211,-104.08200073242188,0,0,1.0,1.0
YNM,Matagami Airport,medium_airport,Matagami,CA,49.76169967651367,-77.80280303955078,0,0,1.0,1.0
YOA,Ekati Airport,medium_airport,Ekati,CA,64.6988983154,-110.614997864,0,0,1.0,1.0
YOD,CFB Cold Lake,medium_airport,Cold Lake,CA,54.40499877929688,-110.27899932861328,0,0,1.0,1.0
YOO,Oshawa Executive Airport,medium_airport,Oshawa,CA,43.922798,-78.894997,0,0,1.0,1.0
YOS,Owen Sound / Billy Bishop Regional Airport,medium_airport,Owen Sound,CA,44.5903015137,-80.8375015259,0,0,1.0,1.0
YPA,Prince Albert Glass Field,medium_airport,Prince Albert,CA,53.2141990662,-105.672996521,0,0,1.0,1.0
YPS,Port Hawkesbury Airport,medium_airport,Port Hawkesbury,CA,45.6567001343,-61.3680992126,0,0,1.0,1.0
YPE,Peace River Airport,medium_airport,Peace River,CA,56.226898,-117.446999,0,0,1.0,1.0
YPG,Portage-la-Prairie / Southport Airport,medium_airport,Portage la Prairie,CA,49.903099,-98.273817,0,0,1.0,1.0
YPQ,Peterborough Regional Airport,medium_airport,Peterborough,CA,44.232251,-78.362053,0,0,1.0,1.0
YPZ,Burns Lake Airport,medium_airport,Burns Lake,CA,54.3764,-125.950996,0,0,1.0,1.0
YQA,Muskoka Airport,medium_airport,Gravenhurst,CA,44.975376,-79.306546,0,0,1.0,1.0
YQH,Watson Lake Airport,medium_airport,Watson Lake,CA,60.116839,-128.821993,0,0,1.0,1.0
YQI,Yarmouth Airport,medium_airport,Yarmouth,CA,43.82690048217773,-66.08809661865234,0,0,1.0,1.0
YQN,Nakina Airport,medium_airport,Nakina,CA,50.18280029296875,-86.69640350341797,0,0,1.0,1.0
YQS,St Thomas Municipal Airport,medium_airport,St Thomas,CA,42.77000045776367,-81.11080169677734,0,0,1.0,1.0
YQV,Yorkton Municipal Airport,medium_airport,Yorkton,CA,51.26470184326172,-102.46199798583984,0,0,1.0,1.0
YQW,North Battleford Airport,medium_airport,North Battleford,CA,52.769409,-108.243742,0,0,1.0,1.0
YRI,Rivière-du-Loup Airport,medium_airport,Rivière-du-Loup,CA,47.76440048217773,-69.58470153808594,0,0,1.0,1.0
YRJ,Roberval Airport,medium_airport,Roberval,CA,48.519665,-72.265735,0,0,1.0,1.0
YRO,Ottawa / Rockcliffe Airport,medium_airport,Ottawa,CA,45.460496,-75.644001,0,0,1.0,1.0
YRQ,Trois-Rivières Airport,medium_airport,Trois-Rivières,CA,46.35279846191406,-72.67939758300781,0,0,1.0,1.0
YRV,Revelstoke Airport,medium_airport,Revelstoke,CA,50.962245,-118.184258,0,0,1.0,1.0
YSC,Sherbrooke Airport,medium_airport,Sherbrooke,CA,45.438599,-71.691399,0,0,1.0,1.0
YSF,Stony Rapids Airport,medium_airport,Stony Rapids,CA,59.250301361083984,-105.84100341796876,0,0,1.0,1.0
YSH,Smiths Falls-Montague (Russ Beach) Airport,medium_airport,Smiths Falls,CA,44.945801,-75.940598,0,0,1.0,1.0
YSL,Saint-Léonard Airport,medium_airport,Saint-Léonard,CA,47.157097,-67.836242,0,0,1.0,1.0
YCM,Niagara District Airport,medium_airport,Niagara-on-the-Lake,CA,43.191598,-79.171686,0,0,1.0,1.0
YSP,Marathon Airport,medium_airport,Marathon,CA,48.75529861450195,-86.34439849853516,0,0,1.0,1.0
YSU,Summerside Airport,medium_airport,Slemon Park,CA,46.440601,-63.833599,0,0,1.0,1.0
YTA,Pembroke Airport,medium_airport,Pembroke,CA,45.86439895629883,-77.25170135498047,0,0,1.0,1.0
YTF,Alma Airport,medium_airport,Alma,CA,48.5089,-71.641899,0,0,1.0,1.0
YTR,CFB Trenton,medium_airport,Trenton,CA,44.118900299072266,-77.5280990600586,0,0,1.0,1.0
YVC,La Ronge Airport,medium_airport,La Ronge,CA,55.1514015198,-105.262001038,0,0,1.0,1.0
YVE,Vernon Regional Airport,medium_airport,Vernon,CA,50.246163,-119.330963,0,0,1.0,1.0
YVV,Wiarton Airport,medium_airport,Wiarton,CA,44.7458,-81.107201,0,0,1.0,1.0
YWY,Wrigley Airport,medium_airport,Wrigley,CA,63.20940017700195,-123.43699645996094,0,0,1.0,1.0
YXK,Rimouski Airport,medium_airport,Rimouski,CA,48.477644,-68.496323,0,0,1.0,1.0
YXQ,Beaver Creek Airport,medium_airport,Beaver Creek,CA,62.410301208496094,-140.86700439453125,0,0,1.0,1.0
YXR,Earlton (Timiskaming Regional) Airport,medium_airport,Earlton,CA,47.6974006546,-79.8473453522,0,0,1.0,1.0
YXZ,Wawa Airport,medium_airport,Wawa,CA,47.96670150756836,-84.78669738769531,0,0,1.0,1.0
YYL,Lynn Lake Airport,medium_airport,Lynn Lake,CA,56.86389923095703,-101.07599639892578,0,0,1.0,1.0
YYN,Swift Current Airport,medium_airport,Swift Current,CA,50.2919006348,-107.691001892,0,0,1.0,1.0
YYW,Armstrong Airport,medium_airport,Armstrong,CA,50.29029846191406,-88.90969848632812,0,0,1.0,1.0
YZE,Gore Bay Manitoulin Airport,medium_airport,Gore Bay,CA,45.8853,-82.567802,0,0,1.0,1.0
YZH,Slave Lake Airport,medium_airport,Slave Lake,CA,55.292945,-114.777276,0,0,1.0,1.0
YZU,Whitecourt Airport,medium_airport,Whitecourt,CA,54.143902,-115.787003,0,0,1.0,1.0
YZW,Teslin Airport,medium_airport,Teslin,CA,60.17279815673828,-132.7429962158203,0,0,1.0,1.0
YZX,CFB Greenwood,medium_airport,Greenwood,CA,44.98440170288086,-64.91690063476562,0,0,1.0,1.0
YSN,Shuswap Regional Airport,medium_airport,Salmon Arm,CA,50.682802,-119.228996,0,0,1.0,1.0
YDT,Boundary Bay Airport,medium_airport,Delta,CA,49.074338,-123.006877,0,0,1.0,1.0
ZBM,Bromont (Roland Désourdy) Airport,medium_airport,Bromont,CA,45.290798,-72.741402,0,0,1.0,1.0
KES,Kelsey Airport,medium_airport,Kelsey,CA,56.0374984741,-96.5096969604,0,0,1.0,1.0
ZFA,Faro Airport,medium_airport,Faro,CA,62.20750045776367,-133.37600708007812,0,0,1.0,1.0
ZGF,Grand Forks Airport,medium_airport,Grand Forks,CA,49.015598,-118.431,0,0,1.0,1.0
ZJG,Jenpeg Airport,medium_airport,Jenpeg,CA,54.51890182495117,-98.0460968017578,0,0,1.0,1.0
ZJN,Swan River Airport,medium_airport,Swan River,CA,52.120602,-101.236,0,0,1.0,1.0
YTD,Thicket Portage Airport,medium_airport,Thicket Portage,CA,55.31890106201172,-97.70780181884766,0,0,1.0,1.0
PIW,Pikwitonei Airport,medium_airport,Pikwitonei,CA,55.58890151977539,-97.16419982910156,0,0,1.0,1.0
WPC,Pincher Creek Airport,medium_airport,Pincher Creek,CA,49.520429,-113.997002,0,0,1.0,1.0
ZST,Stewart Airport,medium_airport,Stewart,CA,55.935410448,-129.982434511,0,0,1.0,1.0
ZUC,Ignace Municipal Airport,medium_airport,Ignace,CA,49.428204,-91.720418,0,0,1.0,1.0
YVZ,Deer Lake Airport,small_airport,Deer Lake,CA,52.655613,-94.061208,1,2,0.25,0.8411480975577238
YWH,Victoria Harbour Seaplane Base,seaplane_base,Victoria,CA,48.423782,-123.37198,2,2,0.0,0.7533341408009895
YZZ,Trail Regional Airport,small_airport,Trail,CA,49.055599,-117.609001,1,1,0.25,0.725300923812534
YLE,Whatì Airport,small_airport,Whatì,CA,63.13169860839844,-117.24600219726562,1,1,0.25,0.725300923812534
SUR,Summer Beaver Airport,small_airport,Summer Beaver,CA,52.70859909057617,-88.54190063476562,1,1,0.25,0.725300923812534
KEW,Keewaywin Airport,small_airport,Keewaywin,CA,52.9911,-92.836403,1,1,0.25,0.725300923812534
YGZ,Grise Fiord Airport,small_airport,Grise Fiord,CA,76.425823,-82.908583,1,1,0.25,0.725300923812534
YOG,Ogoki Post Airport,small_airport,Ogoki Post,CA,51.6585998535,-85.9017028809,1,1,0.25,0.725300923812534
YLC,Kimmirut Airport,small_airport,Kimmirut,CA,62.848253,-69.877853,1,1,0.25,0.725300923812534
YSG,Lutselk'e Airport,small_airport,Lutselk'e,CA,62.417823,-110.682793,1,1,0.25,0.725300923812534
XGR,Kangiqsualujjuaq (Georges River) Airport,small_airport,Kangiqsualujjuaq,CA,58.711399,-65.992798,1,1,0.25,0.725300923812534
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,small_airport,Paulatuk,CA,69.360838,-124.07547,1,1,0.25,0.725300923812534
YPO,Peawanuck Airport,small_airport,Peawanuck,CA,54.987932,-85.442648,1,1,0.25,0.725300923812534
YRA,Rae Lakes Airport,small_airport,Gamètì,CA,64.116096,-117.309998,1,1,0.25,0.725300923812534
YUB,Tuktoyaktuk / James Gruben Airport,small_airport,Tuktoyaktuk,CA,69.433296,-133.026001,1,1,0.25,0.725300923812534
YVM,Qikiqtarjuaq Airport,small_airport,Qikiqtarjuaq,CA,67.54656,-64.03141,1,1,0.25,0.725300923812534
YFJ,Wekweètì Airport,small_airport,Wekweètì,CA,64.190804,-114.077002,1,1,0.25,0.725300923812534
ZFM,Fort Mcpherson Airport,small_airport,Fort Mcpherson,CA,67.406993,-134.860182,1,1,0.25,0.725300923812534
CXH,Vancouver Harbour Water Aerodrome,seaplane_base,Vancouver,CA,49.291265,-123.11717,1,1,0.0,0.47530092381253386
YKT,Klemtu Water Aerodrome,seaplane_base,Klemtu,CA,52.6076345452,-128.521757126,1,1,0.0,0.47530092381253386
PFM,Primrose Airport,small_airport,Primrose,CA,55.390002,-111.1198,0,0,0.25,0.25
YSV,Saglek Airport,small_airport,Saglek,CA,58.474312,-62.653999,0,0,0.25,0.25
YRR,Stuart Island Airstrip,small_airport,Big Bay,CA,50.409447,-125.131617,0,0,0.25,0.25
YMV,Mary River Aerodrome,small_airport,Mary River,CA,71.324167,-79.356944,0,0,0.25,0.25
YMB,Merritt Airport,small_airport,Merritt,CA,50.122504,-120.745368,0,0,0.25,0.25
CJH,Chilko Lake (Tsylos Park Lodge) Airport,small_airport,Chilko Lake,CA,51.625797,-124.144478,0,0,0.25,0.25
YCA,Courtenay Airpark,small_airport,Courtenay,CA,49.679237,-124.98064,0,0,0.25,0.25
CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,small_airport,Creston,CA,49.03689956665,-116.49800109863,0,0,0.25,0.25
DGF,Douglas Lake Airport,small_airport,Douglas Lake,CA,50.1654600485,-120.171273351,0,0,0.25,0.25
JHL,Fort MacKay/Albian Aerodrome,small_airport,Albian Village,CA,57.2238998413,-111.418998718,0,0,0.25,0.25
DUQ,Duncan Airport,small_airport,Duncan,CA,48.754534,-123.709702,0,0,0.25,0.25
YHS,Sechelt-Gibsons Airport,small_airport,Sechelt,CA,49.4606018066,-123.71900177,0,0,0.25,0.25
YMP,Port McNeill Airport,small_airport,Port McNeill,CA,50.57348,-127.027702,0,0,0.25,0.25
YPB,Alberni Valley Regional Airport,small_airport,Port Alberni,CA,49.321899,-124.931,0,0,0.25,0.25
YBO,Bob Quinn Lake Airport,small_airport,Bob Quinn Lake,CA,56.966702,-130.25,0,0,0.25,0.25
TNS,Tungsten (Cantung) Airport,small_airport,Tungsten,CA,61.956901550293,-128.20300292969,0,0,0.25,0.25
TUX,Tumbler Ridge Airport,small_airport,Tumbler Ridge,CA,55.025001525879,-120.93499755859,0,0,0.25,0.25
YWM,Williams Harbour Airport,small_airport,Williams Harbour,CA,52.567377,-55.784883,0,0,0.25,0.25
YBI,Black Tickle Airport,small_airport,Black Tickle,CA,53.469836,-55.787501,0,0,0.25,0.25
YHG,Charlottetown Airport,small_airport,Charlottetown,CA,52.765774,-56.11237,0,0,0.25,0.25
YFX,St. Lewis (Fox Harbour) Airport,small_airport,St. Lewis,CA,52.372799,-55.673901,0,0,0.25,0.25
YHA,Port Hope Simpson Airport,small_airport,Port Hope Simpson,CA,52.528099060058594,-56.28609848022461,0,0,0.25,0.25
DVK,Diavik Airport,small_airport,Diavik,CA,64.5113983154,-110.289001465,0,0,0.25,0.25
JOJ,Doris Lake,small_airport,Hope Bay,CA,68.1252746582,-106.585281372,0,0,0.25,0.25
ZFW,Fairview Airport,small_airport,Fairview,CA,56.081401825,-118.434997559,0,0,0.25,0.25
YJP,Jasper-Hinton Airport,small_airport,Hinton,CA,53.319199,-117.752998,0,0,0.25,0.25
YDC,Drayton Valley Industrial Airport,small_airport,Drayton Valley,CA,53.265800476074,-114.95999908447,0,0,0.25,0.25
NML,Fort McMurray / Mildred Lake Airport,small_airport,Fort McMurray,CA,57.0555992126,-111.573997498,0,0,0.25,0.25
CFM,Conklin (Leismer) Airport,small_airport,Conklin,CA,55.695301,-111.278999,0,0,0.25,0.25
GSL,Taltheilei Narrows Airport,small_airport,Taltheilei Narrows,CA,62.5980987549,-111.542999268,0,0,0.25,0.25
XMP,Macmillan Pass Airport,small_airport,Macmillan Pass,CA,63.181098938,-130.20199585,0,0,0.25,0.25
DAS,Great Bear Lake Airport,small_airport,Great Bear Lake,CA,66.703053,-119.716816,0,0,0.25,0.25
YFI,Fort Mackay / Firebag,small_airport,Suncor Energy Site,CA,57.275833,-110.976666,0,0,0.25,0.25
YOE,Donnelly Airport,small_airport,Donnelly,CA,55.7094,-117.094002,0,0,0.25,0.25
TIL,Cheadle Airport,small_airport,Cheadle,CA,51.057498931885,-113.62400054932,0,0,0.25,0.25
GHK,Gahcho Kue,small_airport,Kennedy Lake,CA,63.435198,-109.144812,0,0,0.25,0.25
LRQ,Laurie River Airport,small_airport,Laurie River,CA,56.2486000061,-101.304000854,0,0,0.25,0.25
YDJ,Hatchet Lake Airport,small_airport,Hatchet Lake,CA,58.662498474121,-103.53800201416,0,0,0.25,0.25
YDU,Kasba Lake Airport,small_airport,Kasba Lake,CA,60.291900634766,-102.50199890137,0,0,0.25,0.25
XCL,Cluff Lake Airport,small_airport,Cluff Lake,CA,58.3911018372,-109.51599884,0,0,0.25,0.25
YKE,Knee Lake Airport,small_airport,Knee Lake,CA,54.915298,-94.798103,0,0,0.25,0.25
YTT,Tisdale Airport,small_airport,Tisdale,CA,52.836700439453,-104.06700134277,0,0,0.25,0.25
YBS,Opapimiskan Lake Airport,small_airport,Opapimiskan Lake,CA,52.6067008972,-90.3768997192,0,0,0.25,0.25
YDW,North of Sixty Airport,small_airport,Obre Lake,CA,60.315719,-103.131324,0,0,0.25,0.25
YPD,Parry Sound Area Municipal Airport,small_airport,Parry Sound,CA,45.2575,-79.829697,0,0,0.25,0.25
XBR,Brockville - Thousand Islands Regional Tackaberry Airport,small_airport,Brockville,CA,44.6394004822,-75.7502975464,0,0,0.25,0.25
YEB,Bar River Airport,small_airport,Echo Bay,CA,46.421233,-84.096478,0,0,0.25,0.25
KFM,Kirby Lake Airport,small_airport,Kirby Lake,CA,55.355598,-110.637001,0,0,0.25,0.25
YSA,Sable Island Airport.,small_airport,Sable Island,CA,43.928235,-59.948986,0,0,0.25,0.25
YLS,Lebel-sur-Quevillon Airport,small_airport,Lebel-sur-Quévillon,CA,49.0303001404,-77.0171966553,0,0,0.25,0.25
YNX,Snap Lake Airport,small_airport,Snap Lake Mine,CA,63.593601,-110.905998,0,0,0.25,0.25
SSQ,La Sarre Airport,small_airport,La Sarre,CA,48.917198181152,-79.178596496582,0,0,0.25,0.25
YAU,Donaldson Airport,small_airport,Kattiniq,CA,61.662201,-73.321404,0,0,0.25,0.25
YFG,Fontanges Airport,small_airport,Fontanges,CA,54.553901672363,-71.173301696777,0,0,0.25,0.25
YAR,La Grande-3 Airport,small_airport,La Grande-3,CA,53.5717010498,-76.19640350339999,0,0,0.25,0.25
YAL,Alert Bay Airport,small_airport,Alert Bay,CA,50.582199,-126.916,0,0,0.25,0.25
YBA,Banff Airport,small_airport,Banff,CA,51.208222,-115.540624,0,0,0.25,0.25
